qid1,qid2,label
S114934,S101518,1
S112056,S120468,1
S107831,S127700,1
S108042,S124640,1
S103997,S134985,1
S122772,S127424,1
S107821,S101663,1
S132938,S121364,0
S102959,S119117,1
S109774,S104552,0
S129019,S117871,1
S132442,S113541,1
S120740,S118563,1
S124570,S125802,1
S123590,S128736,1
S106878,S125242,1
S135121,S126829,1
S114673,S127492,0
S126443,S115630,0
S114306,S107827,0
S113538,S127472,0
S126882,S120026,0
S123604,S103508,1
S107138,S124373,1
S122139,S117108,0
S133497,S128042,0
S126668,S107955,0
S109752,S128931,0
S118071,S103102,0
S132085,S122190,0
S109627,S128800,0
S123005,S133852,0
S109293,S135217,1
S134317,S109757,1
S110344,S110489,0
S100829,S103523,1
S122882,S125025,0
S134440,S125981,1
S125009,S131962,1
S132803,S106637,0
S107582,S101832,1
S112983,S122245,1
S100121,S116570,0
S112658,S114428,0
S129604,S108428,1
S104915,S110685,0
S107247,S115492,0
S101118,S128738,1
S105848,S108422,1
S123417,S105098,1
S125940,S118513,1
S133851,S131559,0
S100289,S113129,1
S134336,S104608,1
S113857,S117828,0
S126790,S102279,0
S117925,S107198,1
S124164,S117133,0
S115782,S133345,0
S111231,S122541,1
S131371,S131770,1
S119022,S127925,0
S128536,S106594,0
S122498,S117227,0
S102132,S117721,0
S132990,S111221,1
S101103,S127975,0
S111891,S102530,1
S100189,S110847,1
S104930,S125786,1
S122229,S114260,0
S127698,S130943,1
S133808,S134044,0
S123858,S116226,0
S115341,S129475,0
S134578,S120207,1
S106416,S117682,1
S106177,S134997,0
S131325,S108580,0
S114731,S104777,0
S124389,S128271,1
S113377,S117750,0
S122010,S116152,1
S117878,S113817,0
S130876,S111440,0
S115360,S133095,0
S110672,S111182,1
S133627,S128393,0
S112542,S107645,0
S109060,S108474,0
S101262,S100034,0
S129652,S110417,1
S115651,S133515,0
S120852,S133417,1
S105831,S119490,0
S113051,S123980,0
S103531,S126642,1
S128645,S121850,1
S131330,S126882,1
S113525,S106445,1
S133585,S127051,0
S123321,S130205,1
S102646,S134475,0
S128211,S106030,1
S103420,S121545,1
S113598,S111699,1
S125528,S107810,0
S106043,S123292,1
S103940,S133493,0
S119309,S107730,1
S118417,S106650,0
S113137,S108401,0
S134835,S104401,0
S108860,S110948,0
S129283,S100406,0
S117643,S119206,1
S123911,S110540,1
S102291,S114236,1
S118011,S130214,0
S132821,S132081,0
S111466,S124848,0
S134192,S105453,1
S126393,S118035,0
S134346,S121425,0
S103818,S110810,1
S106634,S120006,0
S106005,S105327,1
S115503,S132645,1
S108931,S118793,0
S132214,S107642,0
S105380,S120972,0
S127032,S100817,1
S104096,S113361,1
S127429,S122552,0
S121748,S125617,0
S115520,S131548,0
S106612,S125814,1
S122395,S117810,0
S115358,S127150,0
S106722,S107892,1
S121444,S106529,1
S128663,S106274,0
S110415,S111514,0
S108031,S111708,0
S102412,S101636,0
S112802,S100137,1
S123309,S121084,0
S108825,S122819,0
S101401,S101589,0
S121421,S100458,0
S128640,S112642,1
S126829,S104803,0
S108874,S102160,0
S134741,S131116,0
S120800,S100852,1
S134547,S113298,1
S103562,S116951,0
S102072,S128629,1
S134817,S104601,0
S126401,S112459,0
S106159,S127873,0
S113275,S116654,0
S110182,S135098,0
S124903,S119457,1
S101386,S106939,0
S132260,S127867,1
S125416,S109563,0
S111013,S130000,1
S105626,S130141,0
S122641,S115202,1
S104951,S125478,1
S127459,S123278,1
S127220,S120055,0
S114404,S103005,1
S134633,S116647,1
S103417,S118674,0
S114578,S121885,0
S131299,S121889,1
S107003,S101169,1
S134908,S126063,0
S105160,S101320,0
S117018,S109999,0
S125846,S111016,0
S114520,S102543,0
S131653,S114639,0
S103132,S101142,0
S103742,S126569,1
S112623,S134104,1
S123469,S121236,0
S133005,S130494,0
S130653,S116928,1
S125685,S133936,1
S115187,S135092,1
S121014,S107305,0
S116881,S101715,0
S106322,S130175,1
S110423,S117242,1
S132427,S120005,0
S105294,S133516,0
S106007,S100608,1
S112857,S133549,1
S132159,S115208,1
S115229,S108483,0
S134623,S119813,1
S134204,S131281,1
S126181,S109484,0
S115721,S100477,1
S120290,S103448,1
S109984,S133119,1
S125562,S119199,0
S130370,S121178,1
S133183,S121627,0
S107610,S118858,0
S112058,S132465,1
S104190,S118775,1
S104550,S110263,1
S105778,S123796,0
S123913,S103414,1
S113133,S131897,0
S107279,S131301,0
S126956,S102489,1
S124400,S120986,0
S127272,S124647,1
S114461,S107243,1
S110341,S100638,0
S132884,S113720,1
S104151,S128601,0
S101705,S111913,0
S122830,S134455,0
S133851,S116774,1
S101216,S132353,0
S120763,S113638,0
S117307,S102506,0
S130601,S107549,1
S132721,S109460,1
S117285,S131022,0
S116960,S118664,1
S118011,S135096,1
S114520,S121299,1
S122698,S122821,1
S132127,S115518,0
S134309,S103712,1
S126447,S128074,1
S111283,S131395,1
S131748,S108601,0
S105610,S123765,0
S116058,S102243,0
S119963,S132849,0
S125037,S127987,1
S117178,S113414,0
S125491,S101637,1
S102197,S114988,0
S132269,S128884,0
S112406,S105678,0
S116147,S131603,0
S109974,S125354,1
S124514,S122682,0
S115790,S124240,0
S135233,S104556,0
S117665,S135027,0
S115911,S130910,1
S102233,S123936,0
S130657,S126003,1
S110698,S121571,0
S113502,S121076,0
S129677,S108398,0
S115102,S121398,1
S121047,S132787,0
S115222,S102426,0
S108479,S129437,0
S106830,S110782,0
S108310,S121633,0
S123411,S122903,1
S107258,S128792,0
S102736,S122269,0
S105057,S113729,0
S108595,S103391,0
S127095,S129425,0
S129573,S120898,0
S113163,S127951,0
S131803,S115178,1
S104091,S108923,1
S103438,S121090,0
S119935,S127261,0
S126130,S113117,0
S127957,S119109,1
S124328,S108686,0
S122319,S102235,1
S130073,S123062,0
S133420,S107645,1
S123479,S110781,1
S103237,S126557,1
S107143,S112018,1
S131858,S123734,1
S100434,S124257,1
S114842,S132404,0
S124706,S123304,0
S122129,S109240,1
S128852,S130640,1
S123057,S130413,0
S133013,S102380,0
S121225,S113391,0
S130979,S109310,0
S124788,S122916,0
S125470,S124826,0
S125217,S130629,1
S105391,S109592,1
S103679,S124187,0
S134372,S117954,0
S114485,S103328,1
S121842,S113567,0
S114313,S110846,0
S112802,S107651,0
S128657,S114920,0
S131850,S120041,0
S102271,S113057,1
S102009,S113849,0
S134036,S121887,1
S106554,S122068,0
S104901,S118196,0
S127254,S124964,0
S110845,S108173,1
S106732,S116800,1
S104116,S106178,0
S104400,S113790,1
S108548,S114025,1
S124632,S119549,1
S133473,S125033,1
S134260,S128240,0
S130714,S130466,0
S116461,S128642,0
S118328,S128961,0
S112838,S101333,0
S118550,S100753,1
S135000,S123412,1
S102728,S110111,0
S121055,S131351,1
S127006,S133789,0
S102305,S111554,1
S116645,S122386,0
S117306,S107793,0
S133605,S127335,1
S106233,S123711,0
S115090,S113364,0
S103432,S117827,0
S101826,S122932,1
S106856,S117704,1
S111505,S128078,0
S106583,S111089,0
S125221,S106018,1
S111015,S118854,0
S114188,S105614,0
S105579,S134232,1
S117144,S113799,1
S102590,S117179,1
S113712,S108129,0
S106545,S122915,1
S110371,S119677,1
S132145,S119993,1
S133627,S132700,1
S114218,S100577,0
S118619,S119241,0
S130281,S132998,1
S117410,S108827,1
S131348,S119863,1
S130652,S121175,0
S110633,S128896,0
S128052,S113064,1
S102096,S111799,1
S101892,S131531,0
S103787,S109297,1
S104819,S133362,1
S120288,S130336,0
S119021,S100766,0
S125117,S123651,0
S106364,S132496,1
S126921,S131532,0
S125389,S103370,1
S125269,S117308,0
S129759,S110365,1
S126094,S106050,0
S124493,S128946,1
S123482,S128592,1
S132327,S130154,0
S104756,S104549,1
S116045,S108313,1
S101489,S112332,0
S104512,S123154,1
S127490,S121094,0
S107089,S116108,0
S111873,S133872,0
S105033,S127790,1
S125404,S127078,1
S116120,S105925,0
S117401,S117449,0
S128659,S131465,1
S110572,S113879,0
S117391,S108943,1
S129573,S107479,0
S125307,S128289,1
S125960,S121599,1
S123441,S133214,1
S123570,S108506,0
S113539,S130850,0
S102426,S112251,0
S130509,S121133,1
S107711,S131878,0
S114260,S116386,1
S117507,S125442,1
S124975,S122555,0
S118536,S116995,0
S115325,S126967,0
S134543,S100254,0
S132908,S108843,0
S130761,S121942,0
S115926,S123350,1
S134000,S129893,0
S110294,S115538,0
S110453,S130292,1
S130384,S115199,1
S133798,S107252,1
S102561,S128147,0
S113980,S101561,0
S110417,S105542,0
S122572,S128554,0
S127054,S101720,0
S133111,S135088,0
S117201,S110075,1
S104603,S127574,0
S105714,S104312,1
S133431,S108460,0
S117783,S103783,0
S115918,S125576,1
S101474,S103783,1
S115337,S123993,1
S102698,S128054,1
S105968,S123345,1
S115820,S104903,1
S116936,S114586,0
S114968,S112226,0
S120474,S134566,0
S128673,S101165,1
S103710,S125254,0
S100062,S125632,1
S117460,S116431,0
S103139,S108672,0
S120187,S121837,0
S117230,S105824,1
S110529,S108440,1
S119761,S133149,1
S130415,S116088,0
S133896,S115285,0
S125556,S134528,1
S103100,S121011,1
S122675,S115612,1
S111297,S128655,0
S115544,S102883,0
S120340,S103824,1
S129109,S103457,0
S102325,S111136,1
S117425,S104977,0
S104460,S100461,1
S128776,S124681,1
S122014,S114785,0
S118868,S123580,0
S109154,S117516,0
S110783,S130666,1
S107926,S110596,1
S123149,S118200,0
S100122,S129478,0
S117251,S115682,0
S111247,S127284,0
S132900,S127765,1
S131015,S107516,0
S121116,S132923,1
S103496,S103395,1
S129348,S114180,0
S123513,S112505,1
S114393,S131413,1
S134472,S127101,0
S133852,S128887,1
S119142,S128702,0
S131236,S109166,0
S121773,S118627,0
S102992,S100164,0
S106897,S104325,0
S125992,S111743,1
S131816,S107445,1
S119841,S103311,0
S101431,S107042,0
S107771,S132642,1
S127291,S125045,1
S128977,S112541,0
S114505,S121119,1
S107177,S121104,1
S113448,S108176,1
S113009,S106005,0
S119219,S105178,1
S104747,S131629,0
S109936,S120395,1
S134188,S126357,1
S108869,S110953,1
S102189,S112992,1
S133688,S123709,1
S119316,S115503,0
S125308,S128371,1
S128290,S130814,0
S126577,S126247,0
S104892,S114391,0
S116444,S118675,1
S125893,S130435,0
S134031,S120198,0
S121828,S126097,1
S131760,S103156,0
S133953,S101755,1
S116184,S105566,1
S117526,S110852,0
S114236,S107188,0
S102056,S108162,0
S104714,S131454,1
S121466,S124092,1
S132708,S111414,1
S108521,S109756,0
S119683,S127908,1
S112954,S109446,1
S119160,S105383,1
S134207,S121608,1
S103953,S126746,1
S114375,S126470,1
S124458,S117768,0
S130466,S125913,1
S104470,S122679,0
S104986,S123546,0
S104495,S118383,1
S103016,S125212,0
S126789,S112613,1
S113174,S119717,1
S116302,S116431,0
S120443,S128091,0
S111844,S116316,0
S124734,S113296,1
S112911,S103838,1
S108717,S102350,1
S129594,S117694,1
S111040,S134088,1
S119322,S124462,0
S133061,S108906,1
S108647,S103552,0
S101703,S131380,0
S123306,S118650,0
S103417,S120415,0
S104424,S103693,0
S123171,S105550,1
S126497,S115236,1
S101019,S126628,0
S103919,S106122,0
S129836,S101049,1
S134996,S124314,1
S117944,S117129,0
S122993,S118808,0
S130479,S133150,0
S109547,S130026,0
S119777,S116091,1
S118443,S109225,1
S132710,S131630,0
S116941,S107709,0
S124930,S124725,0
S100381,S116518,0
S108443,S116360,0
S111154,S106749,1
S129698,S107175,1
S111992,S102090,1
S127368,S114446,0
S128420,S105206,0
S133708,S126003,1
S133866,S122303,0
S127916,S122035,0
S134555,S111817,1
S127619,S102785,0
S100658,S122896,1
S112416,S100839,0
S109075,S106777,1
S107742,S123167,1
S111301,S109016,1
S112352,S100588,1
S133129,S130670,0
S123236,S129196,1
S103826,S113221,0
S122019,S113740,1
S120880,S111451,1
S114588,S118963,1
S101399,S114337,1
S101398,S118847,0
S117555,S121453,0
S107720,S111148,1
S106254,S116321,0
S110222,S129424,0
S133163,S122766,0
S132656,S122375,0
S105716,S105264,0
S130780,S114228,0
S122967,S110397,0
S119486,S125716,0
S112503,S132566,1
S107348,S110051,1
S103850,S124386,0
S129043,S103846,0
S120550,S105011,0
S106851,S132911,0
S125616,S107222,0
S131036,S125464,1
S128566,S125770,1
S133210,S127243,0
S103242,S126943,0
S102053,S119082,1
S126140,S113243,0
S104987,S109900,0
S126931,S102933,0
S101447,S109869,0
S130530,S117442,0
S106600,S112199,0
S111459,S101709,0
S102101,S120695,1
S102731,S105829,0
S121196,S123790,0
S106285,S118778,0
S105737,S121123,1
S115596,S127772,0
S129692,S105684,0
S127243,S116853,1
S111662,S104394,0
S116919,S119332,1
S118905,S124319,1
S109433,S124645,0
S127230,S105288,0
S112746,S110862,0
S108884,S134965,0
S102924,S100926,0
S100313,S119830,0
S113463,S120202,1
S134653,S129852,1
S133485,S103454,1
S104070,S127563,1
S114478,S121324,1
S120319,S132651,0
S131511,S120403,1
S120578,S112861,1
S115958,S117161,0
S130876,S134636,0
S126645,S126848,0
S126075,S104842,0
S132444,S123481,0
S110414,S121728,1
S133578,S103785,0
S116174,S129039,1
S133032,S118563,0
S113073,S131743,0
S110038,S102871,1
S100504,S127905,0
S103224,S118781,0
S110316,S101091,0
S131070,S115966,0
S114029,S121959,0
S134690,S129468,0
S133938,S127817,0
S129174,S114802,0
S106157,S128204,1
S105902,S109839,0
S113748,S103998,1
S118130,S102491,0
S129493,S120643,0
S125856,S108412,1
S125931,S114497,0
S130516,S108950,1
S121158,S132025,0
S126757,S126182,0
S134595,S103271,1
S122697,S114951,0
S110003,S110869,0
S103861,S108102,0
S101521,S115718,0
S120027,S119659,1
S105323,S106263,0
S118849,S111486,1
S106148,S103972,0
S133635,S122156,1
S104654,S110436,0
S105851,S115602,1
S112372,S115861,0
S116917,S124958,1
S117317,S132393,1
S103741,S114359,1
S134572,S122110,1
S117621,S100288,0
S123701,S117871,0
S120102,S127311,0
S101790,S105990,1
S107915,S115538,1
S110733,S109232,1
S106517,S116305,0
S120693,S123873,0
S117679,S110307,1
S119749,S131126,1
S131686,S115666,1
S120484,S118075,1
S106139,S107076,0
S104234,S114423,1
S134743,S109619,1
S122791,S121995,1
S112421,S106515,1
S102666,S121695,1
S120045,S108399,0
S115999,S115025,1
S105743,S114298,1
S112705,S125401,1
S120276,S113131,0
S112780,S122097,0
S130496,S134484,1
S101861,S116555,0
S113732,S114010,1
S124193,S119209,1
S128697,S103545,0
S125453,S103825,1
S108496,S104314,1
S134854,S118598,1
S132322,S121981,0
S104631,S117830,0
S135244,S107367,0
S118799,S122015,0
S127348,S129632,1
S101201,S112131,0
S107896,S118065,0
S121832,S114684,0
S102626,S103229,0
S102046,S120980,0
S124149,S103616,1
S131318,S132776,1
S114073,S106627,1
S115057,S114718,0
S104068,S121630,1
S123432,S101526,1
S110436,S122091,1
S107423,S129602,0
S120849,S114636,1
S108515,S134408,0
S113556,S117139,0
S119618,S120096,1
S115535,S131319,0
S109840,S114981,0
S131752,S120841,0
S116845,S134945,1
S110153,S129176,1
S117995,S129712,1
S122472,S130710,0
S129066,S103600,1
S126270,S119406,1
S120858,S104156,1
S119460,S112145,1
S105429,S129761,0
S101953,S115315,1
S118501,S102787,0
S130996,S119184,1
S134686,S130020,0
S105208,S102819,1
S129421,S122226,1
S118513,S122691,0
S120994,S129038,0
S133991,S112523,1
S120474,S120466,1
S134448,S115710,1
S126300,S120978,1
S130867,S131607,1
S117373,S123910,0
S106678,S131719,0
S129048,S131287,0
S130347,S122893,1
S126220,S126298,0
S123433,S106487,0
S126752,S128036,0
S126276,S121034,0
S110059,S120661,0
S129437,S132849,0
S111099,S118178,1
S117698,S105894,1
S119994,S120434,0
S113729,S101496,0
S105020,S111145,0
S102384,S132999,1
S126207,S103384,0
S124680,S128374,0
S128513,S120198,1
S116679,S111022,0
S115969,S131130,0
S109968,S106157,0
S118517,S113414,1
S105187,S112088,1
S114798,S122847,1
S133120,S105998,0
S117569,S128908,1
S114043,S133434,0
S105882,S116149,1
S122222,S105047,0
S104795,S130128,1
S109156,S119792,1
S134641,S112718,1
S100274,S105110,0
S115722,S131110,0
S105954,S127201,1
S101585,S101335,0
S109720,S119831,1
S108095,S123462,0
S114617,S124081,1
S107259,S107991,0
S123180,S119991,0
S124620,S119248,1
S111405,S125936,0
S100549,S103293,1
S110846,S121591,0
S132574,S133338,1
S128871,S107464,1
S129226,S106348,0
S129453,S126242,1
S111107,S128085,0
S122544,S100341,1
S111105,S124859,1
S127917,S103622,0
S102818,S113789,1
S118128,S130210,0
S125097,S108065,1
S126291,S124574,0
S132733,S103275,0
S121909,S103582,1
S106836,S107230,0
S109033,S103391,1
S134016,S130852,1
S109605,S123635,1
S130525,S120392,0
S130132,S126710,1
S127571,S121529,1
S129659,S102894,1
S106335,S130557,1
S134924,S102607,0
S120512,S110705,0
S119047,S130195,0
S116526,S110352,0
S111971,S106807,1
S125797,S105693,1
S133115,S121878,1
S114389,S112176,0
S110665,S115331,0
S109493,S124919,1
S118565,S106088,1
S109998,S109122,1
S117683,S129922,0
S120035,S108494,0
S130054,S121120,1
S124100,S110573,1
S100792,S105678,1
S117635,S102177,1
S127146,S121107,0
S110682,S111737,0
S117784,S123933,1
S105464,S133215,0
S124059,S104556,1
S119264,S128866,0
S127609,S123438,0
S135173,S132349,0
S115604,S130649,0
S105793,S110122,0
S126759,S103644,1
S115084,S101691,1
S109796,S103754,1
S105941,S135134,0
S101755,S101503,0
S129935,S111175,1
S100005,S131786,0
S112985,S129053,1
S132416,S122402,0
S120125,S114616,1
S102679,S122119,1
S103136,S118539,0
S123106,S130596,1
S108926,S127910,1
S106033,S108113,0
S101218,S128000,1
S113954,S121962,1
S103944,S101383,1
S120417,S111119,1
S101952,S121705,0
S127452,S130818,1
S123345,S132913,0
S110206,S133971,0
S133449,S112233,0
S125982,S107827,0
S120167,S101999,0
S100971,S107414,1
S121740,S120767,1
S103567,S104987,0
S122084,S114480,1
S114504,S122063,0
S130535,S116099,1
S109817,S125985,0
S116355,S123480,0
S109122,S102572,0
S115733,S111279,0
S126858,S110424,1
S119611,S117996,1
S123023,S112225,0
S106149,S116824,0
S127767,S105756,1
S108807,S113940,0
S127652,S101037,0
S106021,S112850,1
S115575,S105174,0
S119650,S124309,0
S109279,S115267,0
S101545,S110627,0
S131278,S108591,0
S126380,S133246,1
S121742,S117719,1
S105664,S119459,1
S105616,S106975,0
S112403,S102801,1
S111988,S113162,0
S102613,S126422,1
S124762,S114604,1
S127548,S111205,1
S122123,S128064,0
S127335,S111411,0
S129678,S104034,0
S111515,S111498,1
S112206,S133053,1
S115911,S104012,0
S117294,S119381,0
S113961,S108960,1
S132392,S131187,1
S133829,S123573,0
S113510,S129652,0
S124818,S127195,1
S106844,S122791,0
S107086,S130467,1
S115404,S112437,0
S111524,S119229,0
S122154,S101161,0
S114187,S101268,1
S127386,S102271,0
S128697,S132134,1
S101321,S121364,0
S101286,S108991,0
S101905,S128158,1
S100564,S126735,1
S115794,S126541,1
S111243,S112466,1
S100162,S107854,1
S104802,S109454,0
S127725,S121446,0
S121130,S121163,0
S101925,S100390,0
S111566,S102656,1
S111213,S111276,0
S102417,S107526,0
S106174,S110251,0
S114787,S128568,1
S123375,S100313,1
S116809,S120536,0
S115504,S125737,1
S127674,S128305,1
S128151,S103209,1
S113007,S101961,0
S104032,S101004,0
S132557,S111114,1
S121705,S127387,1
S115981,S116488,1
S114841,S117510,0
S125528,S101963,1
S131232,S121293,0
S127436,S103827,0
S113519,S112761,1
S126386,S130135,1
S104808,S100299,0
S121597,S107924,0
S103186,S128904,1
S113134,S131727,1
S129539,S105074,1
S102298,S131615,1
S109112,S132721,0
S122342,S106109,0
S110546,S118378,1
S102530,S127549,0
S126317,S103156,1
S106982,S114582,1
S101042,S115543,0
S106702,S114879,0
S106302,S111466,0
S107621,S103668,0
S115129,S111657,0
S110329,S115338,1
S115335,S130490,1
S132944,S134648,0
S132642,S104764,0
S123431,S126152,1
S104252,S129085,0
S130813,S103075,0
S111542,S122663,1
S115491,S109680,1
S130969,S119654,0
S118047,S111324,0
S101035,S108336,0
S110672,S101639,0
S108174,S122498,1
S130119,S129270,0
S131865,S129316,0
S133355,S124902,0
S128175,S109597,1
S102705,S122652,0
S106904,S100905,0
S130828,S103865,0
S114267,S103767,1
S106721,S117893,1
S115429,S115611,1
S102797,S130829,1
S128192,S107525,1
S107102,S105595,1
S116911,S104360,1
S121315,S115041,0
S116564,S128853,1
S100572,S134449,0
S107086,S128943,1
S108580,S111702,1
S108572,S126416,0
S100733,S124364,0
S118359,S114593,0
S131365,S125922,0
S127365,S107260,1
S119656,S119191,0
S118185,S114730,0
S113898,S129959,0
S110917,S112381,0
S106426,S103824,0
S124334,S104073,0
S111938,S129960,0
S114326,S109483,1
S131409,S112425,0
S118662,S125869,0
S134234,S123155,1
S109931,S100586,0
S113763,S103443,0
S130157,S121094,0
S116183,S132349,1
S109178,S130726,0
S105738,S127386,0
S122594,S101545,0
S106218,S116398,0
S101153,S111153,0
S110430,S100854,1
S135182,S106507,1
S114016,S106769,1
S113758,S124919,0
S118495,S100299,1
S102545,S131982,0
S130193,S122373,1
S100626,S104413,1
S101058,S111725,0
S129457,S132635,0
S114839,S101350,0
S101157,S100420,1
S115958,S130338,1
S108749,S105202,0
S124403,S106402,0
S122254,S123753,1
S116625,S130566,1
S117375,S102024,1
S119055,S101988,0
S120841,S114225,0
S132434,S124120,0
S124171,S110329,0
S117351,S110652,0
S118301,S134448,0
S102439,S107713,1
S132268,S101679,1
S126403,S117613,1
S112521,S124959,1
S102366,S121983,0
S102786,S110806,1
S120091,S103761,1
S131492,S100368,0
S102216,S102170,1
S134090,S111592,1
S115056,S109974,0
S114661,S120956,0
S105783,S111400,1
S119613,S104329,0
S102401,S122440,0
S125468,S104528,1
S110068,S124567,1
S117334,S127079,0
S125125,S102684,0
S132268,S102755,0
S110594,S112016,1
S106366,S113711,0
S123530,S128497,0
S126457,S109489,1
S123898,S110318,0
S121088,S110383,0
S101824,S132785,0
S107844,S114107,1
S119227,S122845,1
S106182,S129649,1
S121504,S121392,1
S126537,S131249,1
S124499,S127635,1
S105657,S104669,1
S129554,S116585,1
S102430,S111469,0
S125364,S129252,1
S125874,S116419,1
S111439,S101377,1
S128067,S108787,1
S134676,S121907,1
S134047,S120023,1
S117652,S104082,1
S125859,S126336,1
S118793,S105054,0
S132501,S116465,0
S123258,S128961,1
S103496,S107895,0
S110149,S104498,0
S110363,S108313,0
S125107,S124182,0
S123761,S128307,1
S103048,S115278,1
S104923,S131675,1
S106845,S107891,0
S117726,S110748,1
S121034,S125240,1
S102357,S116671,1
S120971,S117786,1
S129372,S133364,1
S100568,S106179,0
S110545,S119740,1
S129910,S114347,1
S122469,S115836,0
S113794,S108921,0
S127860,S131173,0
S128930,S110103,1
S132679,S111587,1
S120065,S132171,1
S134903,S119106,1
S132503,S113393,0
S107164,S101853,1
S130822,S132820,0
S116554,S100749,0
S125811,S116339,1
S115085,S131787,0
S114740,S123969,0
S114313,S116331,1
S101372,S135156,0
S134732,S134265,1
S111356,S116571,1
S132226,S119381,1
S119509,S100285,0
S131491,S130132,0
S119291,S104650,1
S105532,S106378,1
S111831,S127302,0
S106887,S131206,1
S127662,S122462,0
S132195,S132617,0
S108993,S101937,1
S107975,S131148,1
S110086,S107456,0
S101930,S110692,1
S130368,S100080,0
S127408,S108471,0
S118962,S128829,1
S125601,S129114,1
S101098,S109142,0
S112318,S104073,1
S126467,S108113,1
S130921,S105821,0
S127797,S132206,1
S116146,S127432,1
S130389,S111722,0
S126266,S100611,1
S110259,S119563,0
S125398,S118734,1
S115963,S126476,0
S124334,S127331,0
S133532,S107454,0
S126238,S128878,1
S100839,S125858,0
S109257,S122395,1
S115940,S117935,1
S116240,S112666,0
S130718,S104605,0
S134744,S130914,1
S117278,S117922,0
S133263,S121145,1
S104176,S124030,1
S106624,S122717,1
S117883,S106564,0
S129435,S100547,0
S107281,S121987,0
S112628,S104861,0
S112540,S121334,1
S111764,S109367,0
S122111,S120585,1
S100229,S107750,0
S117489,S119792,0
S102983,S104061,0
S101401,S127658,0
S124565,S115092,0
S110373,S128586,0
S103184,S110712,1
S120287,S131427,0
S108904,S107277,1
S134032,S119877,0
S105813,S114297,0
S104972,S120796,1
S115254,S111288,1
S134325,S106378,0
S125321,S100461,0
S114664,S119532,1
S118839,S135065,1
S118640,S118850,1
S131922,S106364,0
S115309,S132105,1
S110930,S126850,0
S123309,S129305,1
S103004,S109883,0
S107351,S112414,0
S122277,S131014,0
S104712,S130047,1
S103150,S111019,1
S108415,S110318,0
S124913,S103275,0
S117017,S129024,1
S123699,S106982,0
S122183,S107742,0
S120497,S132036,1
S118086,S131346,0
S118997,S120236,0
S103236,S134998,1
S133049,S114427,1
S116780,S100481,0
S127505,S101834,0
S100522,S104118,1
S125061,S118638,0
S128904,S133975,1
S134021,S105313,0
S128122,S102485,0
S116270,S131297,1
S121016,S134685,1
S106695,S128388,0
S105516,S115840,0
S114884,S122138,0
S114941,S106001,1
S118708,S119835,1
S131904,S118586,0
S111938,S108833,1
S133306,S125049,0
S106547,S103319,1
S103336,S124795,0
S131738,S112991,0
S109881,S120088,1
S133720,S128570,0
S111705,S107058,1
S105637,S103367,0
S120377,S123045,0
S120287,S113048,1
S114706,S122079,1
S127301,S100187,0
S112256,S117538,1
S107493,S123273,0
S116548,S112843,1
S107071,S129042,1
S109094,S121497,1
S100587,S108139,0
S110664,S105771,1
S126767,S101578,1
S114935,S112761,0
S117717,S133128,1
S123690,S120682,0
S119997,S116750,0
S126644,S108862,0
S120825,S108945,0
S111699,S109488,0
S109056,S118471,0
S105605,S124203,1
S130873,S129610,1
S125197,S126907,0
S133335,S122694,1
S109703,S104389,1
S122661,S109610,1
S127414,S113067,0
S116615,S127906,1
S126866,S126574,0
S115922,S131620,1
S115288,S124437,1
S105009,S126776,1
S129496,S120524,0
S116477,S110508,1
S133443,S117341,0
S116512,S112737,0
S105230,S126541,0
S133524,S105287,1
S104290,S113244,1
S116113,S122522,0
S132364,S117700,0
S134673,S122584,1
S134687,S112111,0
S123751,S134057,1
S104176,S102406,0
S131002,S104696,1
S118634,S132408,0
S101409,S131454,0
S123321,S114854,0
S110412,S133171,1
S134791,S133603,1
S120816,S132550,0
S129403,S117438,0
S110811,S127120,0
S116880,S117544,0
S134816,S110248,0
S129948,S119758,1
S119716,S111492,1
S107164,S111899,0
S110797,S128194,0
S128052,S126512,0
S103773,S124244,0
S121347,S111132,1
S122980,S101761,0
S117685,S113326,1
S123179,S104234,1
S122936,S123217,1
S111318,S117783,0
S122505,S121572,1
S123777,S125856,0
S115134,S101996,0
S115966,S134549,1
S113017,S118940,0
S126798,S130962,0
S110282,S113760,1
S105579,S111606,1
S108861,S120641,1
S123310,S113420,1
S129852,S118134,1
S124999,S108705,1
S112392,S130630,0
S108317,S121762,0
S108185,S120082,0
S127049,S105742,0
S127633,S112837,1
S113478,S107763,1
S120994,S119943,1
S111478,S133164,0
S109727,S132656,1
S121435,S121688,1
S134071,S129743,1
S108619,S118803,0
S117435,S110710,0
S110945,S105102,0
S110135,S106433,1
S125476,S130658,0
S108857,S114026,1
S105759,S133290,1
S118993,S108703,1
S134732,S104202,0
S112563,S120323,0
S125442,S106849,0
S115577,S123580,1
S118783,S110891,1
S119958,S108525,1
S122344,S129890,1
S121266,S117372,0
S104967,S117563,1
S129728,S100312,1
S119412,S115887,0
S135174,S111591,0
S115551,S130213,0
S119551,S105262,0
S127085,S114315,0
S119383,S111308,1
S107848,S110718,1
S110278,S123203,1
S111316,S123719,0
S121094,S104737,1
S121858,S116815,1
S116589,S122123,0
S107498,S106390,0
S115523,S115052,0
S119294,S132665,0
S125726,S127698,1
S131982,S125994,0
S132271,S112465,0
S133493,S126079,0
S124734,S115954,0
S128460,S113245,1
S121780,S103655,0
